chrom	start	end	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr2	213134392	213134394	0.5119999999999999	0.5406666666666665	0.5353333333333333	0.4784999999999999	0.489	0.5215	0.5225	0.5209999999999999	0.4784999999999999	0.5406666666666665	0.5150625	0.49678124999999995
chr9	137762668	137762670	0.6066666666666666	0.68	0.6423333333333333	0.4270000000000001	0.5129999999999999	0.5880000000000001	0.4684999999999999	0.6064999999999999	0.4270000000000001	0.68	0.5664999999999999	0.49675
chr1	12175195	12175197	0.4400000000000001	0.6113333333333334	0.5373333333333334	0.4895000000000001	0.5870000000000001	0.5755	0.5885	0.5965	0.4400000000000001	0.6113333333333334	0.5532083333333334	0.49660416666666674
chr2	213122488	213122490	0.4545	0.759	0.4260000000000001	0.5980000000000001	0.759	0.621	0.494	0.4260000000000001	0.4260000000000001	0.759	0.5671875000000001	0.49659375000000006
chr19	42131717	42131719	0.7486666666666667	0.5750000000000001	0.4653333333333334	0.3945	0.529	0.8065	0.503	0.765	0.3945	0.8065	0.598375	0.4964375
chr12	26817285	26817287	0.5578333333333332	0.4701666666666668	0.5721666666666667	0.4589999999999999	0.5745	0.5874999999999999	0.496	0.5535000000000001	0.4589999999999999	0.5874999999999999	0.5338333333333334	0.4964166666666666
chr10	12043797	12043799	0.6030000000000002	0.5838333333333334	0.5585	0.4475	0.5115000000000001	0.6335000000000002	0.4645000000000001	0.5595000000000001	0.4475	0.6335000000000002	0.5452291666666668	0.4963645833333334
chr10	17684153	17684155	0.6645000000000001	0.6815	0.6498333333333333	0.409	0.48100000000000004	0.687	0.4815	0.6094999999999999	0.409	0.687	0.5829791666666666	0.4959895833333333
chr9	110050172	110050174	0.6513333333333333	0.627	0.7166666666666666	0.4540000000000001	0.5890000000000001	0.523	0.424	0.556	0.424	0.7166666666666666	0.567625	0.4958125
chr16	87491764	87491766	0.5529999999999999	0.4796666666666667	0.536	0.466	0.5525	0.5720000000000001	0.4655	0.584	0.4655	0.584	0.5260833333333333	0.4957916666666667
chr18	10797303	10797305	0.6813333333333333	0.7959999999999999	0.7996666666666666	0.4320000000000001	0.748	0.385	0.49	0.5205	0.385	0.7996666666666666	0.6065625	0.49578125
chr12	102197544	102197546	0.8916666666666667	0.8079999999999999	0.8313333333333334	0.463	0.5005000000000001	0.7105000000000001	0.3445	0.6245	0.3445	0.8916666666666667	0.64675	0.495625
chr12	12482995	12482997	0.69	0.6946666666666668	0.688	0.3829999999999999	0.6305	0.6905	0.4125	0.6749999999999999	0.3829999999999999	0.6946666666666668	0.6080208333333333	0.4955104166666666
chr22	39151672	39151674	0.8205	0.6978333333333333	0.7825	0.4115	0.4115	0.4785	0.595	0.4370000000000001	0.4115	0.8205	0.5792916666666668	0.49539583333333337
chr4	112950629	112950631	0.5760000000000001	0.5473333333333333	0.564	0.515	0.5355	0.5434999999999999	0.478	0.46299999999999997	0.46299999999999997	0.5760000000000001	0.5277916666666667	0.4953958333333333
chr6	166541666	166541668	0.6983333333333334	0.7746666666666667	0.7293333333333333	0.4135	0.5974999999999999	0.44799999999999995	0.42100000000000004	0.5334999999999999	0.4135	0.7746666666666667	0.5769791666666666	0.4952395833333333
chr20	36445331	36445333	0.6	0.6	0.5556666666666666	0.5335	0.5199999999999999	0.46799999999999997	0.5009999999999999	0.4605	0.4605	0.6	0.5298333333333333	0.49516666666666664
chr3	183371326	183371328	0.7138333333333332	0.7254999999999999	0.6625	0.3995	0.5029999999999999	0.6525	0.4324999999999999	0.6345000000000001	0.3995	0.7254999999999999	0.5904791666666667	0.4949895833333333
chr1	154418621	154418623	0.8493333333333334	0.7063333333333335	0.823	0.31499999999999995	0.777	0.8230000000000001	0.4315000000000001	0.672	0.31499999999999995	0.8493333333333334	0.6746458333333333	0.4948229166666666
chr1	185152004	185152006	0.7455	0.895	0.8296666666666668	0.28400000000000003	0.622	0.752	0.7045	0.8115	0.28400000000000003	0.895	0.7055208333333333	0.49476041666666665
chr6	166541757	166541759	0.7959999999999999	0.7623333333333334	0.767	0.4	0.5925	0.4565	0.4330000000000001	0.5085	0.4	0.7959999999999999	0.5894791666666667	0.49473958333333334
chr11	119253175	119253177	0.581	0.5376666666666666	0.621	0.5825	0.5655	0.5905	0.4255	0.6055	0.4255	0.621	0.5636458333333333	0.49457291666666664
chr1	12185249	12185251	0.4913333333333334	0.5666666666666667	0.5203333333333333	0.46299999999999997	0.622	0.4860000000000001	0.4740000000000001	0.5840000000000001	0.46299999999999997	0.622	0.5259166666666667	0.49445833333333333
chr6	56458362	56458364	0.615	0.5588333333333333	0.6211666666666666	0.523	0.6255	0.5235	0.424	0.6269999999999999	0.424	0.6269999999999999	0.56475	0.494375
chr6	5709694	5709696	0.4775	0.6089999999999999	0.642	0.5575	0.5589999999999999	0.414	0.6859999999999999	0.653	0.414	0.6859999999999999	0.57475	0.494375
chr6	136185827	136185829	0.8	0.467	0.7110000000000001	0.504	0.5269999999999999	0.4335	0.5150000000000001	0.4835	0.4335	0.8	0.5551250000000001	0.49431250000000004
chr19	5974835	5974837	0.6535000000000001	0.6148333333333333	0.4738333333333333	0.4835	0.4310000000000001	0.6559999999999999	0.5795	0.5685	0.4310000000000001	0.6559999999999999	0.5575833333333333	0.4942916666666667
chr14	100345080	100345082	0.556	0.506	0.456	0.516	0.556	0.556	0.556	0.556	0.456	0.556	0.53225	0.49412500000000004
chr5	94847487	94847489	0.6609999999999999	0.5939999999999999	0.5953333333333335	0.4370000000000001	0.433	0.6219999999999999	0.4695	0.6279999999999999	0.433	0.6609999999999999	0.5549791666666667	0.4939895833333333
chr17	57463193	57463195	0.8186666666666667	0.7776666666666667	0.8506666666666667	0.4600000000000001	0.3845000000000001	0.5299999999999999	0.467	0.539	0.3845000000000001	0.8506666666666667	0.6034375	0.49396875000000007
chr13	46651574	46651576	0.5345	0.5325	0.5495	0.466	0.5139999999999999	0.539	0.4970000000000001	0.5419999999999999	0.466	0.5495	0.5218125	0.49390625
chr6	166541754	166541756	0.8220000000000001	0.777	0.7873333333333334	0.4270000000000001	0.612	0.3885	0.45	0.5279999999999999	0.3885	0.8220000000000001	0.5989791666666667	0.49373958333333334
chr2	39099806	39099808	0.5496666666666666	0.667	0.6366666666666666	0.5670000000000001	0.41700000000000004	0.5920000000000001	0.5245	0.6045	0.41700000000000004	0.667	0.5697916666666667	0.49339583333333337
chr9	137096455	137096457	0.6638333333333333	0.5995	0.6455000000000001	0.4400000000000001	0.48	0.5940000000000001	0.508	0.4410000000000001	0.4400000000000001	0.6638333333333333	0.5464791666666666	0.4932395833333334
chr12	39575283	39575285	0.5944999999999999	0.6385	0.6078333333333332	0.5199999999999999	0.4824999999999999	0.6049999999999999	0.4265	0.6049999999999999	0.4265	0.6385	0.5599791666666666	0.4932395833333333
chr1	12170529	12170531	0.6781666666666666	0.7928333333333333	0.7928333333333333	0.5329999999999999	0.706	0.35800000000000004	0.5545	0.611	0.35800000000000004	0.7928333333333333	0.6282916666666666	0.4931458333333333
chr19	48876373	48876375	0.6675	0.5911666666666666	0.6744999999999999	0.4840000000000001	0.4305	0.597	0.462	0.5395	0.4305	0.6744999999999999	0.5557708333333333	0.49313541666666666
chr6	158815114	158815116	0.836	0.7536666666666667	0.8220000000000001	0.3779999999999999	0.595	0.5465	0.391	0.5425	0.3779999999999999	0.836	0.6080833333333333	0.4930416666666666
chrX	135356320	135356322	0.7140000000000001	0.4975000000000001	0.5473333333333333	0.44	0.5539999999999999	0.604	0.46399999999999997	0.5435	0.44	0.7140000000000001	0.5455416666666667	0.4927708333333334
chr20	59155034	59155036	0.5095000000000001	0.5075	0.5525000000000001	0.4905	0.471	0.526	0.4995000000000001	0.556	0.471	0.556	0.5140625000000001	0.49253125000000003
chr14	68709222	68709224	0.6186666666666667	0.5246666666666668	0.6063333333333334	0.4355	0.5660000000000001	0.6125	0.4785	0.5525	0.4355	0.6186666666666667	0.5493333333333333	0.49241666666666667
chr1	12127790	12127792	0.6829999999999999	0.6135	0.5973333333333334	0.4175	0.409	0.7595000000000001	0.47	0.6540000000000001	0.409	0.7595000000000001	0.5754791666666667	0.4922395833333333
chr9	110488042	110488044	0.4415	0.6509999999999999	0.634	0.648	0.396	0.648	0.667	0.6214999999999999	0.396	0.667	0.588375	0.4921875
chr6	12074978	12074980	0.6728333333333334	0.4545	0.6105	0.4155	0.5155	0.6709999999999999	0.5315	0.6779999999999999	0.4155	0.6779999999999999	0.5686666666666667	0.4920833333333333
chr1	40394742	40394744	0.7778333333333334	0.7264999999999999	0.7298333333333333	0.3975	0.455	0.5525	0.447	0.605	0.3975	0.7778333333333334	0.5863958333333334	0.4919479166666667
chr16	87487623	87487625	0.5403333333333334	0.5893333333333334	0.4576666666666666	0.481	0.465	0.556	0.5415000000000001	0.5785	0.4576666666666666	0.5893333333333334	0.5261666666666667	0.49191666666666667
chr16	88592028	88592030	0.7656666666666667	0.8443333333333334	0.8516666666666668	0.35700000000000004	0.386	0.5970000000000001	0.586	0.6255000000000001	0.35700000000000004	0.8516666666666668	0.6266458333333333	0.49182291666666667
chr2	213126818	213126820	0.4085	0.7	0.6026666666666667	0.589	0.4855000000000001	0.6829999999999999	0.5695000000000001	0.562	0.4085	0.7	0.5750208333333334	0.4917604166666667
chr15	94247859	94247861	0.635	0.727	0.7033333333333334	0.527	0.5005000000000001	0.696	0.3935	0.5339999999999999	0.3935	0.727	0.5895416666666667	0.4915208333333334
chr2	88625579	88625581	0.8675	0.4375	0.6945	0.3465	0.7375	0.8135000000000001	0.4625	0.732	0.3465	0.8675	0.6364375000000001	0.49146875
chr2	213141688	213141690	0.5663333333333332	0.636	0.6643333333333333	0.5815	0.4895000000000001	0.4695	0.4415	0.4804999999999999	0.4415	0.6643333333333333	0.5411458333333333	0.49132291666666666
chr5	180909351	180909353	0.7536666666666666	0.7969999999999999	0.7676666666666666	0.5594999999999999	0.5760000000000001	0.512	0.5994999999999999	0.3659999999999999	0.3659999999999999	0.7969999999999999	0.6164166666666666	0.49120833333333325
chr12	66410117	66410119	0.5559999999999999	0.667	0.5835	0.524	0.667	0.6045	0.41700000000000004	0.5005000000000001	0.41700000000000004	0.667	0.5649374999999999	0.49096874999999995
chr1	56495778	56495780	0.5508333333333333	0.5371666666666666	0.4681666666666666	0.4549999999999999	0.5309999999999999	0.5294999999999999	0.5754999999999999	0.5680000000000001	0.4549999999999999	0.5754999999999999	0.5268958333333333	0.4909479166666666
chr10	6044620	6044622	0.5875000000000001	0.5805	0.5925	0.4505	0.454	0.579	0.486	0.5205	0.4505	0.5925	0.5313125	0.49090625
chr1	12169120	12169122	0.5808333333333333	0.5461666666666667	0.5631666666666666	0.496	0.534	0.5309999999999999	0.452	0.5349999999999999	0.452	0.5808333333333333	0.5297708333333333	0.49088541666666663
chrX	49259339	49259341	0.754	0.688	0.6409999999999999	0.7170000000000001	0.471	0.4795	0.731	0.3745	0.3745	0.754	0.607	0.49075
chr3	155586089	155586091	0.6176666666666668	0.5443333333333336	0.645	0.4845000000000001	0.565	0.444	0.4825000000000001	0.5169999999999999	0.444	0.645	0.5375000000000001	0.49075
chr6	149480017	149480019	0.7596666666666668	0.7433333333333334	0.746	0.3720000000000001	0.514	0.7025	0.4010000000000001	0.637	0.3720000000000001	0.7596666666666668	0.6094375000000001	0.4907187500000001
chr7	8140713	8140715	0.6036666666666668	0.5883333333333334	0.6273333333333334	0.4105000000000001	0.616	0.601	0.519	0.6000000000000001	0.4105000000000001	0.6273333333333334	0.5707291666666667	0.4906145833333334
chr18	55471992	55471994	0.5233333333333334	0.4876666666666666	0.5406666666666666	0.5035000000000001	0.47100000000000003	0.524	0.5209999999999999	0.506	0.47100000000000003	0.5406666666666666	0.5096458333333334	0.4903229166666667
chr15	84790109	84790111	0.4833333333333334	0.531	0.531	0.531	0.531	0.4685	0.531	0.4895000000000001	0.4685	0.531	0.5120416666666668	0.49027083333333343
chr21	31175406	31175408	0.7988333333333333	0.7344999999999999	0.8701666666666666	0.342	0.6410000000000001	0.6055	0.423	0.6920000000000001	0.342	0.8701666666666666	0.638375	0.4901875
chr6	38938890	38938892	0.6185	0.6231666666666666	0.5924999999999999	0.4255	0.5595	0.612	0.505	0.5025	0.4255	0.6231666666666666	0.5548333333333333	0.49016666666666664
chr13	46651488	46651490	0.5605	0.5208333333333333	0.5498333333333334	0.457	0.495	0.514	0.5445	0.5445000000000001	0.457	0.5605	0.5232708333333334	0.4901354166666667
chr11	64900551	64900553	0.8474999999999999	0.7495	0.8411666666666666	0.35200000000000004	0.4169999999999999	0.7989999999999999	0.3405	0.7705	0.3405	0.8474999999999999	0.6396458333333332	0.49007291666666664
chr2	28033105	28033107	0.603	0.4295	0.746	0.406	0.6459999999999999	0.721	0.3995	0.6940000000000001	0.3995	0.746	0.5806250000000001	0.49006250000000007
chr10	60399398	60399400	0.4968333333333333	0.6134999999999999	0.447	0.6134999999999999	0.6134999999999999	0.4375000000000001	0.5870000000000001	0.53	0.4375000000000001	0.6134999999999999	0.5423541666666667	0.4899270833333334
chr2	213127089	213127091	0.4385	0.7858333333333333	0.7161666666666667	0.496	0.42700000000000005	0.4985000000000001	0.529	0.5315	0.42700000000000005	0.7858333333333333	0.5528125	0.48990625000000004
chr17	16166962	16166964	0.8160000000000001	0.7419999999999999	0.7896666666666666	0.6915	0.532	0.353	0.5615	0.5285	0.353	0.8160000000000001	0.6267708333333333	0.48988541666666663
chr8	99720654	99720656	0.5355	0.462	0.5178333333333334	0.5015	0.5415	0.5195	0.5609999999999999	0.5025	0.462	0.5609999999999999	0.5176666666666667	0.48983333333333334
chr11	120431618	120431620	0.607	0.647	0.6193333333333333	0.509	0.647	0.607	0.397	0.626	0.397	0.647	0.5824166666666668	0.4897083333333334
chr12	5723616	5723618	1.0	1.0	0.8	0.615	0.8	0.364	0.3	0.5555	0.3	1.0	0.6793125	0.48965625
chr12	123119922	123119924	0.8290000000000001	0.491	0.6270000000000001	0.519	0.41	0.5974999999999999	0.5289999999999999	0.55	0.41	0.8290000000000001	0.5690625	0.48953125
chr10	32341496	32341498	0.591	0.723	0.6469999999999999	0.405	0.473	0.7619999999999999	0.4995	0.491	0.405	0.7619999999999999	0.5739374999999999	0.48946874999999995
chr2	171737787	171737789	0.5613333333333334	0.5903333333333333	0.5263333333333332	0.5539999999999999	0.552	0.5945	0.423	0.6385000000000001	0.423	0.6385000000000001	0.5549999999999999	0.489
chr14	68729160	68729162	0.6433333333333332	0.4873333333333334	0.7246666666666666	0.4565	0.4095000000000001	0.7000000000000001	0.4845	0.6409999999999999	0.4095000000000001	0.7246666666666666	0.5683541666666666	0.48892708333333335
chr12	12456539	12456541	0.8806666666666666	0.964	0.9216666666666664	0.369	0.46399999999999997	0.7585	0.29799999999999993	0.7825	0.29799999999999993	0.964	0.6797916666666666	0.48889583333333325
chr3	66469504	66469506	0.8556666666666666	0.8293333333333334	0.8753333333333333	0.3720000000000001	0.413	0.5075	0.4345000000000001	0.5579999999999999	0.3720000000000001	0.8753333333333333	0.6056666666666666	0.48883333333333334
chr10	13773169	13773171	0.7006666666666667	0.7979999999999999	0.7726666666666667	0.4785	0.581	0.4514999999999999	0.398	0.456	0.398	0.7979999999999999	0.5795416666666666	0.4887708333333333
chr10	5895821	5895823	0.6003333333333334	0.38733333333333336	0.6043333333333334	0.4595	0.7030000000000001	0.6930000000000001	0.5255000000000001	0.748	0.38733333333333336	0.748	0.590125	0.48872916666666666
chr16	11795504	11795506	0.5746666666666668	0.5063333333333334	0.544	0.4390000000000001	0.589	0.5375	0.5525	0.5635	0.4390000000000001	0.589	0.5383125000000001	0.4886562500000001
chr1	51714471	51714473	0.6743333333333335	0.6060000000000001	0.5886666666666667	0.474	0.5045000000000002	0.451	0.4405000000000001	0.5550000000000002	0.4405000000000001	0.6743333333333335	0.5367500000000001	0.4886250000000001
chr3	9451256	9451258	0.7536666666666667	0.742	0.7776666666666667	0.4370000000000001	0.35700000000000004	0.7015	0.5294999999999999	0.6615	0.35700000000000004	0.7776666666666667	0.6199791666666667	0.48848958333333337
chr4	3335024	3335026	0.5730000000000001	0.774	0.6785000000000001	0.35750000000000004	0.5905	0.674	0.7150000000000001	0.5915	0.35750000000000004	0.774	0.61925	0.488375
chr2	213135815	213135817	0.5193333333333333	0.525	0.5126666666666666	0.4635	0.5025	0.525	0.5339999999999999	0.5225	0.4635	0.5339999999999999	0.5130625	0.48828125
chr3	71533341	71533343	0.7076666666666668	0.875	0.6859999999999999	0.4645	0.542	0.6779999999999999	0.3675000000000001	0.5515	0.3675000000000001	0.875	0.6090208333333333	0.48826041666666675
chr10	14889536	14889538	0.6436666666666666	0.737	0.581	0.424	0.5760000000000001	0.627	0.4015000000000001	0.61	0.4015000000000001	0.737	0.5750208333333333	0.4882604166666667
chr11	19854636	19854638	0.685	0.6493333333333334	0.6666666666666666	0.542	0.7235	0.39	0.524	0.511	0.39	0.7235	0.5864375000000001	0.48821875000000003
chr14	68537324	68537326	0.4813333333333335	0.556	0.5256666666666665	0.556	0.518	0.499	0.5250000000000001	0.461	0.461	0.556	0.5152500000000001	0.48812500000000003
chr16	47462627	47462629	0.4601666666666666	0.5605	0.4791666666666667	0.46799999999999997	0.5395	0.5455	0.5309999999999999	0.5445	0.4601666666666666	0.5605	0.5160416666666667	0.4881041666666667
chr1	107796330	107796332	0.4488333333333334	0.7095	0.7518333333333334	0.3625	0.652	0.7505000000000001	0.547	0.6859999999999999	0.3625	0.7518333333333334	0.6135208333333334	0.48801041666666667
chr2	203870683	203870685	0.9408333333333332	0.8421666666666667	0.9291666666666668	0.275	0.687	0.8440000000000001	0.3285	0.76	0.275	0.9408333333333332	0.7008333333333333	0.48791666666666667
chr12	116123839	116123841	0.6858333333333334	0.5991666666666666	0.6448333333333333	0.3855000000000001	0.6719999999999999	0.6505000000000001	0.494	0.5905	0.3855000000000001	0.6858333333333334	0.5902916666666667	0.4878958333333334
chr14	20989316	20989318	0.7830000000000001	0.5633333333333335	0.7103333333333333	0.369	0.645	0.725	0.4740000000000001	0.5845	0.369	0.7830000000000001	0.6067708333333334	0.4878854166666667
chr14	68401553	68401555	0.4253333333333333	0.6599999999999999	0.5900000000000001	0.495	0.613	0.5865	0.457	0.5765	0.4253333333333333	0.6599999999999999	0.5504166666666667	0.48787499999999995
chr10	88894401	88894403	0.5356666666666667	0.4729999999999999	0.4900000000000001	0.4879999999999999	0.5390000000000001	0.4765	0.5390000000000001	0.4785	0.4729999999999999	0.5390000000000001	0.5024583333333335	0.48772916666666666
chr3	32996834	32996836	0.8513333333333334	0.7539999999999999	0.785	0.332	0.385	0.7310000000000001	0.589	0.7180000000000001	0.332	0.8513333333333334	0.6431666666666667	0.48758333333333337
chr7	8140662	8140664	0.547	0.5426666666666665	0.5519999999999999	0.442	0.5489999999999999	0.573	0.5065	0.5509999999999999	0.442	0.573	0.5328958333333333	0.48744791666666665
